Image Name,class_id,x_center,y_center,width,height
13.png,4,0.7272398843930640,0.5443722943722940,0.3504335260115610,0.8809523809523810
14.png,4,0.37034739454094300,0.5078397212543550,0.7133995037220840,0.9128919860627180
15.png,4,0.6298140770252320,0.517260579064588,0.6992031872509960,0.9432071269487750
16.png,4,0.7617728531855960,0.49944567627494500,0.3379501385041550,0.950110864745011
17.png,4,0.6461434370771310,0.5,0.6671177266576460,0.9452054794520550
18.png,4,0.36298932384341600,0.4697098976109220,0.6512455516014240,0.9052901023890790
19.png,4,0.5494260204081630,0.4895591647331790,0.4534438775510200,0.8839907192575410
2.png,4,0.7561099796334010,0.611271676300578,0.3065173116089610,0.7427745664739880
20.png,4,0.6112303290414880,0.5515463917525770,0.7145922746781120,0.8247422680412370
21.png,4,0.3068561872909700,0.5323691460055100,0.46488294314381300,0.8305785123966940
22.png,4,0.5683646112600540,0.5319148936170210,0.8176943699731900,0.9032882011605420
23.png,4,0.682615629984051,0.5426829268292680,0.6076555023923440,0.8387533875338750
24.png,4,0.45093457943925200,0.5169753086419750,0.5981308411214950,0.9372427983539090
25.png,4,0.6805349182763750,0.5132311977715880,0.32540861812778600,0.8983286908077990
26.png,4,0.46480263157894700,0.5882352941176470,0.30986842105263200,0.6749226006191950
31.png,4,0.5703200775945680,0.5768927444794950,0.2104752667313290,0.8272870662460570
31.png,4,0.8680892337536370,0.5792586750788640,0.22405431619786600,0.8004731861198740
36.png,4,0.5155482815057280,0.49860529986053,0.16530278232405900,0.44490934449093400
37.png,4,0.7427215189873420,0.7710970464135020,0.22848101265822800,0.4057665260196910
38.png,4,0.743202416918429,0.7675250357653790,0.2809667673716010,0.4406294706723890
38.png,4,0.5037764350453170,0.38912732474964200,0.19486404833836900,0.3061516452074390
39.png,4,0.4963054187192120,0.4008438818565400,0.2044334975369460,0.3488045007032350
39.png,4,0.7139778325123150,0.7855133614627290,0.2185960591133010,0.39662447257384000
4.png,4,0.3601694915254240,0.5149317406143340,0.615819209039548,0.9189419795221840
40.png,4,0.39388961892247000,0.37366003062787100,0.23850197109067000,0.3460949464012250
40.png,4,0.7480289093298290,0.7434915773353750,0.17674113009198400,0.47320061255742700
41.png,4,0.7701550387596900,0.6500777604976670,0.2302325581395350,0.5038880248833590
42.png,4,0.5429562433297760,0.5,0.2502668089647810,0.5958620689655170
43.png,4,0.3410823170731710,0.4591397849462370,0.49009146341463400,0.8580645161290320
44.png,4,0.20211442786069700,0.23826860841423900,0.3009950248756220,0.3843042071197410
45.png,4,0.4290849673202610,0.20466549295774600,0.22156862745098000,0.3829225352112680
45.png,4,0.7052287581699350,0.6879401408450700,0.24444444444444400,0.5836267605633800
46.png,4,0.24180327868852500,0.5996478873239440,0.41371872303710100,0.6823943661971830
46.png,4,0.7480586712683350,0.49401408450704200,0.34167385677308000,0.9161971830985920
48.png,4,0.7018900343642610,0.42060491493383700,0.10710194730813300,0.30812854442344000
48.png,4,0.8241695303550970,0.582703213610586,0.1111111111111110,0.31474480151228700
49.png,4,0.5752118644067800,0.5967741935483870,0.3919491525423730,0.7157258064516130
5.png,4,0.2717821782178220,0.47900390625,0.47425742574257400,0.9306640625
51.png,4,0.4220246238030100,0.5079034941763730,0.8153214774281810,0.9559068219633940
52.png,4,0.6919496166484120,0.5310945273631840,0.5558598028477550,0.884742951907131
53.png,4,0.5464055793991420,0.5643459915611820,0.2752145922746780,0.8333333333333330
54.png,4,0.45448275862069000,0.5067453625632380,0.8841379310344830,0.9595278246205730
55.png,4,0.2971698113207550,0.5385259631490790,0.4968553459119500,0.8257956448911220
56.png,4,0.6274590163934430,0.5038880248833590,0.44344262295082000,0.9720062208398130
57.png,4,0.6192567567567570,0.5105965463108320,0.5263513513513510,0.9552590266875980
58.png,4,0.3954225352112680,0.5027602523659310,0.6471830985915490,0.9376971608832810
59.png,4,0.33524258760107800,0.5125786163522010,0.6273584905660380,0.9449685534591200
60.png,4,0.5434298440979960,0.5142045454545450,0.47438752783964400,0.924512987012987
61.png,4,0.5902777777777780,0.4966722129783690,0.5798611111111110,0.9534109816971710
62.png,4,0.7992177314211210,0.5519323671497590,0.31681877444589300,0.8252818035426730
62.png,4,0.49250325945241200,0.5402576489533010,0.22099087353324600,0.8115942028985510
63.png,4,0.2674074074074070,0.5132375189107410,0.3940740740740740,0.9175491679273830
64.png,4,0.705955334987593,0.5235148514851490,0.31265508684863500,0.7945544554455450
67.png,4,0.6600746268656720,0.4886018237082070,0.5395522388059700,0.9756838905775080
68.png,4,0.6719512195121950,0.5310534591194970,0.3861788617886180,0.8907232704402520
68.png,4,0.26178861788617900,0.5184748427672960,0.4113821138211380,0.9300314465408810
69.png,4,0.5891238670694860,0.49522292993630600,0.5166163141993960,0.9745222929936310
7.png,4,0.6930955993930200,0.5585106382978720,0.41198786039453700,0.7316784869976360
70.png,4,0.3314014752370920,0.4893707482993200,0.31612223393045300,0.8528911564625850
71.png,4,0.6176470588235290,0.5788,0.5633484162895930,0.7672
72.png,4,0.5489766081871350,0.5218408736349450,0.5847953216374270,0.9375975039001560
73.png,4,0.7796407185628740,0.5167224080267560,0.3568862275449100,0.9247491638795990
74.png,4,0.31361607142857100,0.6236133122028530,0.6127232142857140,0.7036450079239300
75.png,4,0.41408839779005500,0.57,0.24143646408839800,0.7832
75.png,4,0.16104972375690600,0.546,0.2535911602209950,0.8568
76.png,4,0.7820273631840800,0.5064102564102560,0.2879353233830850,0.9471153846153850
77.png,4,0.4124236252545830,0.5071070234113710,0.3788187372708760,0.8787625418060200
79.png,4,0.5856598984771570,0.48046875,0.38451776649746200,0.865625
82.png,4,0.6306504961411250,0.604066985645933,0.19514884233737600,0.7727272727272730
82.png,4,0.3809261300992280,0.5554226475279110,0.16758544652701200,0.8317384370015950
83.png,4,0.6789727126805780,0.49841772151898700,0.31942215088282500,0.8813291139240510
84.png,4,0.6478288633461050,0.6321705426356590,0.41315453384418900,0.6751937984496120
85.png,4,0.5381996974281390,0.5080893682588600,0.6679273827534040,0.960708782742681
86.png,4,0.4801470588235290,0.5094339622641510,0.9411764705882350,0.9528301886792450
87.png,4,0.17891120507399600,0.5356529209621990,0.3356236786469350,0.8960481099656360
88.png,4,0.7320754716981130,0.5032310177705980,0.3169811320754720,0.9515347334410340
89.png,4,0.7435975609756100,0.5034722222222220,0.3323170731707320,0.9205246913580250
9.png,4,0.38581560283687900,0.498960498960499,0.37872340425531900,0.9355509355509360
90.png,4,0.4233050847457630,0.6013615733736760,0.6686440677966100,0.7715582450832070
91.png,4,0.45827943078913300,0.5572755417956660,0.4922380336351880,0.846749226006192
92.png,4,0.34298998569384800,0.505591054313099,0.5429184549356220,0.9281150159744410
93.png,4,0.4052924791086350,0.5121753246753250,0.7409470752089140,0.9577922077922080
94.png,4,0.6031294452347080,0.6210691823899370,0.4722617354196300,0.7374213836477990
95.png,4,0.2944868995633190,0.5175233644859810,0.5267467248908300,0.9478193146417450
96.png,4,0.43487394957983200,0.48573825503355700,0.7991596638655460,0.9312080536912750
97.png,4,0.48758099352051800,0.5955882352941180,0.47300215982721400,0.7066563467492260
98.png,4,0.34933264887063700,0.4728867623604470,0.6791581108829570,0.8819776714513560
99.png,4,0.5849589322381930,0.5329391891891890,0.6473305954825460,0.9037162162162160
